income,balance,student,default
29797.53,1125.11,No,Yes
44788.87,1248.14,No,Yes
32864.86,596.33,No,Yes
14775.98,972.67,Yes,Yes
32818.08,1300.94,No,Yes
56244.66,1399.18,No,Yes
50146.79,806.91,No,No
32690.05,728.5,No,Yes
46206.48,927.82,No,No
28628.9,279.24,Yes,No
10792.46,741.72,Yes,No
21187.4,1195.53,No,Yes
54361.25,1145.89,No,Yes
29862.75,704.64,No,No
30270.99,940.68,No,Yes
29518.06,436.48,No,No
58912.47,1175.66,No,Yes
55202.41,797.73,No,No
63108.87,701.89,No,No
31395.81,660.4,No,No
37459.74,804.95,No,No
13289.54,618.73,Yes,No
53214.87,1153.72,Yes,Yes
17942.32,644.17,No,Yes
36408.14,1605.9,No,No
18882.28,1544.11,No,Yes
25663.28,404.12,No,No
22350.43,869.09,Yes,Yes
25409.77,520.64,Yes,No
26326.72,677.37,No,Yes
26204.74,1803.96,No,Yes
44631.17,686.59,No,No
18781.44,1009.61,Yes,Yes
36458.36,1097.21,No,No
49760.92,351.36,No,No
26672.5,421.75,No,No
23942.12,252.0,No,No
30442.49,406.82,Yes,No
49251.0,0.0,No,No
36105.81,1098.79,No,No
26432.19,1829.0,No,Yes
39970.46,906.87,No,No
18815.73,150.31,Yes,No
42604.29,524.45,No,No
38966.6,613.41,No,No
29411.76,343.15,Yes,No
22332.78,1251.45,Yes,Yes
21691.34,1227.3,No,Yes
40649.86,276.47,Yes,No
49907.91,1186.1,No,Yes
25017.23,1573.9,No,Yes
39630.5,1755.66,No,Yes
5682.32,2221.3,No,Yes
25719.95,399.07,No,No
33102.77,2201.47,Yes,Yes
21384.55,664.04,No,No
21026.81,548.79,No,No
24610.82,993.58,No,No
37413.97,553.82,No,No
31018.59,1028.39,Yes,Yes
3665.71,196.84,Yes,Yes
5233.22,719.88,No,No
25423.24,1457.22,No,Yes
39621.17,807.77,No,No
800.0,903.86,Yes,Yes
26852.1,1065.26,Yes,Yes
26498.43,1401.63,No,Yes
52033.26,34.72,No,No
28381.96,1118.11,No,Yes
38624.92,705.67,No,No
35400.95,915.97,No,Yes
5101.63,1348.08,No,Yes
43762.58,257.73,No,No
36389.74,345.54,Yes,No
40295.78,0.0,No,No
74000.0,569.74,Yes,No
5721.19,1478.91,Yes,Yes
56519.28,777.04,Yes,No
29683.31,187.14,No,No
37349.11,600.44,No,No
32910.0,115.68,Yes,No
27858.96,291.11,No,No
25917.14,1023.45,No,Yes
37911.66,267.56,No,No
13282.45,1373.56,No,Yes
43527.47,800.97,Yes,No
27966.22,876.77,Yes,No
18445.27,700.72,No,No
27515.18,1209.2,No,Yes
50283.6,1214.19,No,Yes
26377.24,997.44,No,Yes
38297.7,1108.56,No,No
23768.24,732.78,No,Yes
43625.4,1097.64,No,Yes
42659.62,671.94,Yes,No
58171.9,836.45,No,No
31175.5,702.52,Yes,No
42434.85,614.21,Yes,Yes
34824.93,502.04,Yes,No
50800.04,1061.6,No,Yes
23929.93,1469.32,Yes,Yes
43453.14,1401.84,Yes,Yes
30920.32,227.56,No,No
32660.92,1458.97,No,Yes
34740.7,681.47,No,No
36881.13,1125.95,No,Yes
31966.85,397.02,Yes,No
36380.63,904.05,Yes,No
54564.36,987.12,Yes,No
46659.94,117.25,No,No
45108.91,1129.59,No,No
27441.47,1486.41,Yes,No
21657.2,750.89,No,No
46257.84,1493.3,No,Yes
45200.84,743.61,No,Yes
53158.01,1246.32,No,No
25461.71,0.0,Yes,No
30455.51,2005.36,Yes,Yes
11651.2,1558.74,No,Yes
28282.61,697.69,No,No
46808.26,0.0,No,No
27295.35,974.69,No,Yes
42059.08,136.93,No,No
30976.26,1050.55,No,Yes
37838.95,1034.45,Yes,No
18210.24,380.0,No,No
34653.44,1377.59,No,Yes
800.0,1225.03,No,Yes
31024.37,1307.39,No,Yes
11771.38,839.65,No,No
49601.35,150.67,No,No
43885.28,1308.38,No,Yes
39740.99,704.59,No,No
53802.66,163.12,No,No
20861.3,1489.36,No,Yes
56821.58,1850.87,No,Yes
45949.64,815.42,No,No
30362.06,1879.76,No,Yes
48662.77,879.54,No,Yes
18762.36,651.34,No,Yes
22520.45,530.41,No,Yes
25400.24,1627.24,Yes,Yes
26462.02,458.01,No,Yes
19425.69,1191.03,No,Yes
49829.26,564.9,No,No
30064.66,612.72,No,No
38218.36,1333.71,No,Yes
25910.22,651.54,Yes,No
9235.61,639.57,No,No
37118.75,1383.32,Yes,Yes
8013.26,1608.05,No,Yes
32601.63,1147.21,No,Yes
15267.78,518.65,No,No
60021.3,588.38,No,No
45671.84,874.03,No,No
34927.44,990.61,Yes,Yes
50371.06,357.53,Yes,No
22229.68,1185.11,No,Yes
40765.38,876.73,No,No
36181.87,5.46,No,No
37038.24,386.04,Yes,No
50486.38,591.52,Yes,No
43286.25,800.13,Yes,No
37367.71,1749.23,Yes,Yes
11445.77,950.58,No,Yes
20712.86,428.68,Yes,No
31880.43,942.09,No,No
34762.31,665.06,Yes,Yes
18443.47,992.46,No,Yes
65681.53,1116.2,No,No
53741.15,1420.29,Yes,Yes
41547.45,823.62,No,No
34477.76,1628.15,No,Yes
30686.77,1274.59,Yes,Yes
20821.26,493.17,No,No
34550.36,1904.3,No,Yes
36954.65,993.54,No,No
16955.64,431.41,No,Yes
37973.91,1634.9,No,Yes
31446.31,1840.41,Yes,Yes
8072.57,819.4,No,Yes
22042.05,591.75,Yes,No
28000.74,751.99,No,No
58693.09,1181.09,No,Yes
40939.75,1453.48,Yes,Yes
15705.68,1111.32,No,Yes
39999.27,884.57,No,Yes
12880.61,1559.97,No,Yes
47956.85,684.05,No,No
27233.61,1334.04,No,Yes
32268.17,696.03,No,No
51199.15,1043.86,No,No
16350.1,780.44,No,Yes
14883.63,808.35,Yes,Yes
25733.54,652.82,Yes,No
47365.86,1485.89,No,Yes
13253.48,480.85,No,No
800.0,477.31,No,Yes
27499.89,1861.32,No,Yes
40875.57,1308.36,Yes,Yes
49524.89,0.0,Yes,No
27339.82,561.95,No,No
28029.8,0.0,Yes,No
48906.57,375.51,No,No
8580.25,0.0,No,No
28335.3,769.11,Yes,Yes
36056.68,283.0,Yes,No
39508.23,864.35,No,No
26717.71,49.28,No,No
33976.34,875.48,No,No
800.0,634.67,No,No
24737.94,1561.88,No,Yes
39565.45,1518.06,No,Yes
20416.14,1215.25,Yes,Yes
34303.67,677.38,No,No
39476.94,1795.72,Yes,Yes
28948.42,84.15,Yes,No
35790.48,156.45,No,Yes
20677.04,794.84,No,No
30761.43,1925.67,Yes,Yes
41655.45,737.5,No,No
35610.55,746.73,No,Yes
25694.43,137.9,Yes,No
36507.37,1292.93,No,Yes
43047.75,1296.43,Yes,Yes
6176.93,1217.05,No,Yes
48975.57,531.01,Yes,No
29032.37,493.53,No,No
39191.76,209.87,Yes,No
49484.68,875.94,No,No
15222.99,312.77,No,No
24055.19,265.84,No,No
29668.63,630.43,No,Yes
23064.08,598.76,Yes,No
56655.85,575.14,No,Yes
22090.23,1060.99,Yes,Yes
26107.67,873.61,No,Yes
36242.94,695.99,Yes,Yes
17483.93,923.9,No,No
28239.81,355.76,No,No
37750.87,886.29,No,Yes
29077.64,908.22,Yes,Yes
32271.5,108.33,No,No
26457.3,1317.0,No,Yes
13318.51,409.01,No,No
37806.09,879.05,No,No
56922.54,1398.61,No,Yes
33762.42,1283.13,No,Yes
36521.35,851.98,Yes,No
42755.84,660.03,No,No
16587.94,1293.69,No,Yes
56223.44,1161.73,No,Yes
36215.46,536.26,No,Yes
55281.08,450.87,No,No
23740.54,0.0,No,No
57764.49,909.88,No,Yes
43855.25,795.37,No,No
40892.9,1384.96,No,No
36638.18,1009.05,No,Yes
30202.37,1480.75,Yes,Yes
49528.49,498.05,Yes,No
35388.98,1385.9,Yes,Yes
7282.19,579.53,No,No
18617.08,1211.5,No,Yes
31038.38,129.75,No,No
37651.46,949.11,No,No
32762.28,0.0,No,No
49774.41,706.15,No,No
7495.15,1048.37,No,Yes
35432.03,583.37,Yes,Yes
9270.61,327.26,Yes,Yes
43649.28,1244.65,Yes,Yes
32257.2,785.32,Yes,No
39113.34,598.56,Yes,No
21995.39,855.64,No,Yes
50581.22,2110.75,Yes,Yes
47410.48,1393.33,Yes,Yes
41299.73,1397.72,Yes,Yes
31789.63,1046.05,No,No
41250.56,915.9,No,Yes
24089.17,0.0,No,No
44927.55,506.94,Yes,No
55516.13,602.91,No,No
47795.73,0.0,Yes,No
23786.29,275.52,Yes,No
38337.22,0.0,No,No
16270.37,816.83,No,No
41150.97,1231.42,No,No
39526.7,1370.73,No,Yes
8579.26,1036.01,No,Yes
18022.29,369.37,Yes,No
29740.78,0.0,No,No
29504.43,0.0,Yes,No
17386.21,221.55,No,No
38704.81,405.42,Yes,No
36870.9,758.1,No,Yes
30926.03,344.81,No,No
23437.01,999.34,No,Yes
47503.61,723.02,Yes,No
55595.16,840.47,No,Yes
27067.74,1386.92,No,Yes
25352.53,264.48,No,No
40068.24,1037.9,No,Yes
28741.96,828.61,No,No
31657.86,674.06,Yes,No
43381.75,1263.58,No,Yes
8051.92,1260.56,Yes,Yes
51099.2,377.54,Yes,No
34486.34,747.26,No,Yes
28028.92,971.39,No,Yes
32326.88,703.31,Yes,No
33015.92,1118.35,Yes,Yes
10427.97,971.39,No,Yes
53454.99,1721.8,Yes,Yes
34068.16,95.16,No,No
39425.32,776.15,No,No
46207.82,395.92,No,No
19897.76,1127.58,Yes,Yes
39831.69,53.13,Yes,No
29947.47,1002.88,No,Yes
44810.38,530.61,No,No
5146.17,480.25,Yes,Yes
32195.38,135.68,Yes,No
25477.18,610.41,Yes,No
39282.09,1359.95,No,Yes
39785.98,823.19,No,No
24079.39,1138.99,No,Yes
24018.74,1640.57,No,Yes
32041.06,962.95,No,Yes
21558.48,565.07,No,No
44746.54,1061.38,Yes,Yes
28592.88,572.09,Yes,No
800.0,591.38,Yes,No
28518.0,100.18,No,No
19665.94,1283.41,No,Yes
11760.67,648.66,No,Yes
17013.44,923.45,Yes,Yes
34976.18,334.26,Yes,No
51237.08,1046.24,No,Yes
37693.94,466.81,No,No
25428.06,766.82,Yes,Yes
39597.39,1259.98,Yes,No
27394.11,1217.87,No,No
24253.11,824.71,No,Yes
18121.27,0.0,No,Yes
10152.86,2283.02,Yes,Yes
28316.59,1679.86,No,Yes
35624.96,1184.94,No,Yes
32228.33,471.04,No,No
27969.25,780.42,No,No
20903.58,572.51,No,Yes
41629.18,1446.71,No,Yes
15950.41,962.35,No,Yes
43866.88,456.06,No,No
20150.43,607.66,No,No
23481.77,1377.7,No,No
13954.49,1609.35,Yes,Yes
26829.8,1574.64,No,Yes
46524.74,1201.55,No,No
40393.93,713.17,No,No
46566.22,0.0,Yes,No
40480.82,979.11,No,Yes
18797.36,834.49,Yes,Yes
29105.26,903.08,No,No
23111.48,861.44,Yes,Yes
51262.88,193.84,No,No
17555.43,1104.99,Yes,No
45436.25,1141.18,Yes,Yes
45426.33,1165.42,No,Yes
57918.64,1293.24,No,Yes
28053.01,1127.56,Yes,No
43017.24,637.03,No,No
63947.39,801.11,Yes,No
25279.51,879.45,No,Yes
13044.17,887.47,No,Yes
8443.31,1318.22,Yes,No
43022.44,1146.72,No,Yes
8401.43,1840.2,Yes,Yes
28551.38,1902.66,No,Yes
39349.45,873.9,No,Yes
35986.69,0.0,No,No
39191.16,1433.64,No,Yes
36481.68,573.98,No,No
50573.23,447.68,Yes,No
20815.96,642.64,No,No
24487.92,619.32,No,No
23212.04,1131.53,No,Yes
44589.27,81.06,No,No
45525.62,314.07,Yes,No
39534.99,1001.36,Yes,Yes
49301.26,1136.69,Yes,No
17805.47,1145.69,Yes,Yes
55752.77,454.67,Yes,No
53832.43,362.17,No,No
43327.99,590.31,No,No
57280.85,951.4,Yes,No
11422.62,1553.91,No,Yes
26522.44,0.0,Yes,No
23710.26,728.6,No,Yes
43139.37,190.74,No,No
19511.27,36.16,No,No
43619.71,1303.1,No,Yes
51795.84,1098.81,Yes,Yes
42788.92,1052.77,No,No
37301.39,1280.88,No,Yes
20341.73,603.33,No,Yes
22222.55,626.1,Yes,No
50183.17,1892.63,No,Yes
43911.18,716.1,No,Yes
32996.6,1190.96,No,Yes
27943.34,838.46,Yes,No
6498.8,0.0,Yes,No
19235.04,0.0,No,No
59009.6,555.31,Yes,No
16439.56,1346.22,Yes,Yes
36044.09,1216.67,Yes,Yes
46953.28,1277.52,Yes,No
16780.1,357.93,Yes,Yes
35980.48,1616.98,No,Yes
46025.98,368.64,Yes,No
33683.7,938.32,Yes,Yes
71772.89,830.36,Yes,No
11262.89,751.27,No,No
47637.26,1482.86,No,No
31212.34,494.3,No,No
43812.1,182.55,Yes,No
39402.71,845.04,No,No
23738.9,641.97,No,No
36571.12,2469.04,Yes,Yes
8738.17,1162.6,No,Yes
41562.51,637.37,No,No
37493.54,324.52,No,No
42034.81,0.0,No,No
47629.12,339.46,No,No
38419.95,890.97,Yes,No
35492.07,1525.78,No,Yes
21766.19,1377.94,Yes,Yes
24018.11,946.19,No,No
49344.48,679.05,Yes,No
52673.41,965.4,No,No
30341.32,584.5,No,No
34130.54,1666.56,No,Yes
21452.16,743.86,Yes,Yes
49158.06,793.61,No,No
42391.66,0.0,No,No
59407.02,740.84,Yes,No
21802.81,1239.99,No,Yes
28475.51,318.9,Yes,No
36603.79,472.24,No,No
42139.23,1218.81,Yes,Yes
30640.64,121.1,Yes,No
21874.32,1347.04,No,Yes
45272.33,577.97,No,No
43134.78,647.42,Yes,No
21296.65,291.74,No,No
51594.54,1018.23,Yes,Yes
49123.94,2025.23,Yes,Yes
35308.11,1213.39,No,Yes
34578.6,417.31,Yes,Yes
40906.47,1384.68,No,Yes
22024.47,682.19,No,No
33917.53,1500.22,No,Yes
4810.66,1225.57,No,No
45206.29,0.0,Yes,No
12691.36,349.69,No,Yes
53568.11,1292.18,No,Yes
29114.19,908.73,Yes,Yes
30694.0,340.17,No,Yes
25144.91,528.9,No,No
29675.43,0.0,No,No
52435.95,792.62,No,No
800.0,1904.7,Yes,Yes
50547.89,1224.72,No,No
38025.22,1894.9,No,Yes
17418.95,1262.19,No,No
19175.56,1332.37,Yes,Yes
55875.05,1790.25,No,Yes
20906.77,1017.86,No,Yes
18134.76,744.81,No,No
48685.36,1334.88,No,Yes
38032.28,1538.61,No,Yes
21007.89,603.21,No,No
36406.13,486.34,No,Yes
19836.54,902.54,Yes,No
48198.65,1237.57,No,Yes
47672.5,1221.41,No,No
40612.37,146.49,No,No
38340.47,1760.03,No,Yes
57005.97,525.23,No,No
33512.82,707.16,No,Yes
17754.34,398.75,Yes,No
39511.63,2140.58,Yes,Yes
61338.61,952.46,No,Yes
19983.15,423.74,No,Yes
28696.17,1253.26,No,Yes
39071.14,1207.41,No,Yes
32798.07,744.56,No,Yes
20416.02,1241.98,No,Yes
48479.22,436.17,No,No
64459.38,596.94,No,No
36132.81,0.0,No,No
21459.44,194.96,No,No
12858.51,1709.74,No,Yes
36957.63,1629.35,No,Yes
48239.41,867.19,No,Yes
39854.31,1639.75,No,Yes
33484.94,757.94,No,No
25657.88,717.63,Yes,No
18950.81,862.7,No,No
44650.08,774.94,No,No
45703.97,731.28,No,No
12901.6,1388.44,No,Yes
54720.68,907.99,Yes,Yes
41173.39,1180.0,Yes,Yes
52183.39,1334.26,No,No
15617.04,1023.14,Yes,Yes
15301.0,366.04,No,No
31530.2,180.98,Yes,No
40222.64,907.34,No,Yes
57475.06,752.53,Yes,No
42933.97,877.64,No,No
30280.36,827.6,No,Yes
19828.31,2085.07,Yes,Yes
49921.52,191.93,No,No
20650.72,0.0,No,No
55235.89,996.14,No,No
29724.16,653.29,Yes,No
54730.59,988.26,No,No
42571.91,1117.8,No,Yes
31689.89,1456.5,No,Yes
26589.81,106.31,No,No
28970.31,566.08,No,Yes
39229.46,1042.77,No,Yes
34546.04,1208.05,No,Yes
25597.34,1896.36,Yes,Yes
31307.97,1297.65,No,Yes
34564.98,807.9,No,Yes
5126.07,404.66,No,Yes
39627.59,562.42,No,No
20450.46,548.67,No,No
18135.01,1152.31,Yes,Yes
11012.89,959.68,No,Yes
9591.86,195.11,No,No
15439.4,624.52,Yes,Yes
24060.79,1259.85,No,Yes
59567.62,1005.47,No,No
26503.34,1110.43,No,Yes
35887.65,1020.59,No,Yes
38858.22,1622.09,No,Yes
35265.02,949.55,No,Yes
32484.14,648.65,No,Yes
17575.37,392.41,No,No
52868.02,956.11,Yes,Yes
57619.58,0.0,No,No
11075.38,746.23,Yes,No
19859.53,735.8,No,No
29785.17,175.36,No,No
20652.96,386.36,No,No
40265.06,1227.01,No,Yes
23804.03,946.97,Yes,No
62392.35,884.61,No,Yes
49395.35,983.55,No,No
36352.1,880.17,No,Yes
47213.92,1436.56,No,Yes
48266.39,895.07,No,No
25995.63,130.02,No,No
22631.11,1623.88,No,Yes
34559.19,1014.51,No,Yes
45008.64,550.34,No,Yes
35371.65,229.09,No,No
12484.6,1026.88,No,Yes
22809.73,778.69,Yes,No
32530.42,1596.8,No,Yes
32507.85,668.05,Yes,No
59824.8,430.32,Yes,No
15032.08,1268.68,Yes,Yes
40260.04,1282.94,Yes,Yes
53377.3,916.95,No,No
63811.33,1162.53,Yes,Yes
28123.55,817.14,Yes,No
40071.19,948.49,Yes,No
41115.89,1398.89,Yes,Yes
36124.14,1137.84,Yes,Yes
32198.7,753.49,No,No
39331.6,1489.52,No,Yes
800.0,0.0,No,No
42613.76,1827.98,No,Yes
35199.83,10.18,Yes,No
30549.85,532.04,Yes,No
60816.0,815.58,Yes,No
24515.4,764.52,No,Yes
28141.18,1322.18,Yes,Yes
60078.35,323.68,No,No
22419.8,961.51,Yes,No
26180.11,555.68,Yes,No
31556.12,978.13,No,No
44729.88,804.04,No,No
36288.46,880.32,No,No
16277.26,569.37,No,Yes
26419.47,588.65,No,Yes
25416.71,974.33,No,Yes
32487.1,1291.85,No,Yes
39196.48,545.98,Yes,No
39094.61,415.14,No,No
9830.33,1132.11,No,Yes
47706.78,819.65,No,No
36885.51,1237.09,No,No
51982.5,397.23,No,No
39441.27,0.0,No,No
48205.34,577.55,No,No
39739.31,464.68,No,No
51471.61,797.26,No,No
40482.26,527.32,No,No
32211.1,1193.81,Yes,Yes
63824.46,695.99,No,No
45374.09,908.16,Yes,No
41169.03,911.62,No,No
16494.93,929.67,No,Yes
16334.84,823.7,No,Yes
37420.95,1082.35,No,Yes
35457.82,450.5,Yes,No
25326.45,1512.28,Yes,Yes
35397.29,720.95,No,Yes
54704.52,200.96,Yes,No
42791.58,926.34,No,Yes
18299.37,423.65,No,No
32029.81,1157.2,No,Yes
22781.16,1904.18,No,Yes
28346.25,454.9,No,No
28000.61,996.14,No,No
27146.64,0.0,No,No
16777.26,1054.93,Yes,Yes
31814.47,406.94,No,No
26040.18,533.13,No,No
800.0,302.67,Yes,No
60897.49,1189.52,No,No
48037.92,1322.61,No,No
28498.28,846.68,No,No
33767.99,417.24,No,No
17890.65,1604.24,No,Yes
56132.86,472.39,No,No
58821.14,0.0,No,No
35606.82,1057.1,No,No
47167.83,300.98,No,No
35854.8,1313.57,No,Yes
15689.09,651.01,Yes,Yes
28024.51,1127.39,Yes,Yes
35276.52,1513.29,No,Yes
27454.7,250.63,No,Yes
30600.82,561.62,No,No
32298.0,798.77,No,No
32438.32,1579.1,Yes,Yes
34213.97,516.9,No,No
19371.71,547.8,Yes,No
23954.16,1066.65,No,Yes
16384.5,556.16,No,No
46558.13,909.15,No,No
5433.99,84.88,Yes,No
48902.43,1906.46,No,Yes
52006.74,183.47,No,No
29486.82,679.73,No,Yes
800.0,819.66,No,Yes
28698.2,1760.56,No,Yes
32660.98,194.53,No,No
20038.65,1794.91,No,Yes
26645.53,1201.62,No,Yes
53925.21,1037.12,No,No
42385.13,359.09,No,No
21186.09,1111.64,No,Yes
12209.82,485.41,Yes,No
29155.57,1448.07,Yes,No
30670.13,365.66,Yes,No
40134.81,780.63,No,No
26377.48,566.78,No,No
40338.87,357.7,No,No
59326.15,1193.95,No,Yes
44393.34,1094.38,No,Yes
32875.64,1420.18,No,Yes
31074.32,0.0,No,No
28760.05,1350.12,No,Yes
49263.21,2047.28,No,Yes
25150.52,616.91,No,No
34120.14,1752.07,Yes,Yes
34199.83,708.08,No,No
26824.7,171.52,No,No
15212.43,687.53,No,Yes
37824.51,1342.4,No,No
32703.39,429.94,Yes,No
40188.71,544.98,No,No
26400.37,1122.47,No,Yes
49799.09,836.85,No,No
21823.47,1118.16,Yes,Yes
56350.48,950.41,No,No
10208.77,1067.37,No,Yes
39315.53,626.26,No,No
39857.82,947.46,Yes,No
22906.66,386.79,Yes,No
39177.14,1458.6,No,Yes
50581.94,528.56,No,No
3951.29,1381.4,No,Yes
40222.11,722.37,No,No
800.0,933.08,No,No
20637.93,595.95,No,No
55245.19,343.92,Yes,No
25757.77,0.0,No,No
17860.96,324.9,No,No
30877.1,678.69,No,Yes
61096.67,937.86,No,No
9087.85,1324.1,No,Yes
19495.68,619.75,Yes,Yes
53488.25,408.76,No,No
58293.18,137.51,No,No
32137.54,1067.58,No,Yes
16991.75,1504.44,No,Yes
61469.26,1447.91,Yes,No
54782.08,1178.77,No,Yes
42572.12,1144.24,No,Yes
22681.99,1656.53,Yes,Yes
32863.1,996.0,No,No
31378.28,1147.91,Yes,Yes
37929.56,680.2,No,No
52869.01,176.54,No,No
45245.79,504.59,No,No
19148.04,830.94,Yes,No
51875.33,864.77,No,No
37693.24,1767.13,No,Yes
42680.4,874.68,No,Yes
53076.26,1405.59,No,Yes
18691.85,624.92,Yes,Yes
33039.19,684.61,No,Yes
26428.99,192.52,No,No
12606.46,476.3,No,Yes
38141.07,1090.28,No,Yes
67013.63,839.03,No,No
8975.88,1291.48,No,Yes
33086.47,923.04,No,No
42059.92,664.88,Yes,No
35158.49,1874.52,No,Yes
32008.21,789.95,Yes,No
16189.35,1397.93,No,Yes
36621.68,641.3,Yes,No
23424.04,1178.61,No,Yes
4310.01,1284.26,Yes,Yes
49449.28,936.22,Yes,No
46298.99,0.0,No,No
34206.0,844.2,Yes,Yes
36572.17,1430.56,No,Yes
47845.18,1090.52,No,Yes
36509.02,1051.03,Yes,No
45573.88,2.3,No,No
29549.48,486.88,No,No
51014.93,1034.35,No,No
37795.32,1033.88,No,No
36105.07,1422.92,No,Yes
16578.2,765.3,No,Yes
37344.13,1031.67,Yes,Yes
22421.22,843.29,No,Yes
25004.22,357.98,No,Yes
22642.34,0.0,No,No
19296.62,1043.85,No,Yes
61855.08,919.51,No,No
51273.07,536.35,Yes,No
59128.94,52.16,No,No
17207.25,1139.98,No,Yes
34467.31,706.74,Yes,No
16265.49,1104.74,Yes,Yes
24238.52,1737.03,Yes,Yes
21271.94,0.0,No,No
50049.33,496.97,No,No
28232.48,734.09,Yes,No
47765.98,1539.08,Yes,Yes
41574.16,43.83,No,No
64240.63,1771.77,No,Yes
13785.65,901.08,No,Yes
50311.39,788.93,No,Yes
48807.08,739.57,No,Yes
20535.05,624.35,Yes,No
46949.14,1342.35,No,Yes
38000.17,318.52,No,No
30483.15,1002.45,No,No
22528.17,649.54,No,Yes
23926.24,466.72,No,No
60855.34,2086.23,No,Yes
33526.11,1038.07,No,Yes
43948.27,1132.01,No,Yes
22968.77,1385.72,No,Yes
23116.1,147.85,No,No
47947.43,1682.97,Yes,Yes
15517.7,0.0,Yes,No
27979.29,463.51,No,No
33970.82,613.33,Yes,No
35002.38,1116.76,No,Yes
31128.43,941.17,Yes,Yes
38796.05,754.68,No,Yes
42757.62,829.57,No,No
43314.86,362.29,No,No
20369.33,111.14,Yes,No
29727.22,1186.79,No,No
49451.55,1170.92,No,No
45448.91,1601.81,No,Yes
15207.17,453.23,Yes,No
38204.69,1170.49,Yes,Yes
7133.41,698.14,No,No
34142.97,1411.21,Yes,Yes
58827.52,1329.7,No,Yes
20874.95,937.53,No,Yes
22389.63,671.14,Yes,Yes
43706.87,1300.18,No,Yes
12940.66,1148.28,Yes,Yes
25077.95,504.3,No,No
41471.74,193.1,No,No
25057.53,695.8,No,No
30369.87,1568.39,No,Yes
43442.2,1389.94,No,Yes
39139.16,297.33,No,No
37075.56,270.51,No,No
28994.13,1451.95,No,Yes
38452.51,286.05,No,No
31866.78,1081.72,Yes,Yes
39622.75,537.37,Yes,No
26889.42,1617.55,No,Yes
31082.08,462.71,No,No
20313.93,1388.43,No,Yes
33050.1,924.79,No,No
22700.68,957.36,Yes,No
18658.96,0.0,Yes,No
36966.76,0.0,Yes,No
36354.31,728.68,No,Yes
43958.19,954.8,No,No
27767.08,291.1,No,No
38959.2,308.76,Yes,No
40862.99,1106.96,No,Yes
39448.95,1107.63,No,Yes
22505.26,768.74,No,Yes
35509.06,1212.76,No,Yes
38373.54,267.4,No,Yes
33612.74,663.2,No,No
5689.65,1632.46,Yes,Yes
35657.45,868.42,Yes,Yes
63025.53,896.47,Yes,Yes
28715.16,1950.78,No,Yes
23806.64,158.49,No,No
38496.35,1220.61,Yes,Yes
37683.19,1640.26,No,Yes
49424.51,678.23,No,No
16740.81,1251.18,No,Yes
43271.42,360.36,No,No
41391.46,503.19,No,No
31621.19,1021.58,No,Yes
38034.07,1221.64,No,Yes
47246.87,1377.58,No,Yes
45151.07,1594.62,No,Yes
18272.55,802.75,Yes,Yes
44455.45,1412.73,No,Yes
32654.25,669.79,No,No
34488.92,1271.72,No,Yes
34493.23,935.73,No,Yes
31513.21,1050.95,No,Yes
49410.8,1040.22,No,No
32400.45,59.16,Yes,Yes
18585.61,291.62,No,No
28268.49,884.97,Yes,No
35900.25,19.22,Yes,No
49911.04,1237.44,No,Yes
41560.47,1256.95,Yes,No
22173.41,993.63,No,Yes
66661.98,293.07,No,No
37048.31,1502.96,No,Yes
50526.89,1820.79,Yes,Yes
31493.58,906.51,No,Yes
40630.41,1082.32,No,Yes
44712.99,932.95,No,Yes
49764.06,1091.91,No,No
47619.12,777.54,Yes,No
45149.49,818.65,No,No
29314.69,1273.47,No,Yes
25891.62,1969.97,Yes,Yes
37952.99,158.14,No,No
45962.13,785.15,No,No
30546.57,264.37,Yes,No
47723.2,1605.45,No,Yes
52890.55,551.08,Yes,No
21296.03,137.28,No,No
22354.99,1144.07,No,Yes
31644.82,1679.11,No,Yes
37619.63,1156.36,No,Yes
26520.85,934.43,Yes,Yes
51551.33,1033.28,Yes,Yes
39172.78,1519.74,Yes,Yes
34043.11,412.51,No,No
14366.27,781.27,No,No
15967.96,616.4,No,Yes
37264.82,270.46,Yes,No
5074.57,676.53,No,No
47022.55,1371.19,No,Yes
31407.7,1109.44,No,Yes
74000.0,1147.03,No,No
64297.68,906.22,Yes,No
31097.01,1088.51,Yes,No
32098.78,448.12,No,No
46795.07,685.66,No,No
56232.21,928.24,Yes,No
11670.61,969.61,Yes,Yes
9692.11,990.25,No,Yes
25220.92,768.46,No,Yes
41288.97,652.81,Yes,Yes
40143.8,2362.82,No,Yes
47784.54,1273.99,No,Yes
17516.63,1035.21,No,Yes
2626.59,722.56,No,Yes
44960.34,617.11,Yes,No
22471.35,772.1,No,No
6596.43,977.01,No,Yes
35451.72,0.0,No,No
44095.58,76.24,No,No
31889.12,527.3,No,No
27410.68,935.57,No,Yes
31391.59,719.63,No,Yes
28574.54,1550.35,Yes,Yes
15538.1,118.32,Yes,No
23985.3,471.94,No,Yes
40469.31,1570.65,No,Yes
37807.23,898.79,No,Yes
35758.41,1263.38,No,Yes
20244.7,1827.58,No,Yes
31096.29,499.77,No,No
4481.48,787.33,No,Yes
35897.34,703.59,No,No
52573.68,0.0,No,No
13856.5,685.23,No,No
25702.48,1261.55,No,Yes
37906.3,1096.86,No,Yes
50226.16,1134.83,No,No
27539.03,653.73,Yes,No
24284.46,518.01,Yes,No
7257.47,1449.32,No,Yes
